Wall time,Step,Value
1668740522.8495798,225728,0.0
1668740697.8862612,318368,0.0
1668741125.5686593,545888,0.0
1668741851.7125788,933728,0.0
1668741870.977344,943328,0.0
1668742542.2079027,1295168,0.0
1668743828.0164473,1980300,0.0
1668744862.5461345,2527980,0.0
1668744893.9077017,2543820,0.0
1668745037.921946,2620140,0.0
1668745376.6786015,2801580,0.0
1668745407.9819052,2817900,0.0
1668745526.5939677,2880780,0.0
1668745577.6314185,2907660,0.0
1668745784.283661,3016140,0.0
1668745834.6970246,3042540,0.0
1668746197.2482984,3232620,0.0
1668746307.6296206,3290220,0.0
1668746435.100302,3357900,0.0
1668746841.1217062,3571500,0.0
1668746867.9992285,3584940,0.0
1668747031.5626683,3671340,0.0
1668747619.1213677,3981755,0.0
1668747854.0920305,4107807,0.0
1668747982.390452,4175007,0.0
1668748398.0496767,4394297,0.0
1668748492.7170901,4442297,0.0
1668748527.3694515,4460738,0.0
1668748911.7869716,4662758,0.0
1668748951.0790906,4682438,0.0
1668749029.0666912,4722758,0.0
1668749080.2325284,4750118,0.0
1668749098.9576719,4761158,0.0
1668749129.779857,4776518,0.0
1668749156.9301429,4790918,0.0
1668749350.3941934,4892678,0.0
1668749578.5725534,5014299,0.0
1668749760.5888424,5110134,0.0
1668750101.5219474,5291128,0.0
1668750186.916292,5336626,0.0
1668750827.8275602,5673087,0.0
1668751013.666612,5772927,0.0
1668751310.860677,5929887,0.0
1668751423.1924052,5988447,0.0
1668751811.7906199,6193886,0.0
1668752173.8886855,6385254,0.0
1668752251.8312726,6425521,0.0
1668752371.0020487,6489841,0.0
1668752628.137332,6623776,0.0
1668752780.402153,6704767,0.0
1668753399.2194996,7028077,0.0
1668753584.9482465,7126320,0.0
1668754064.4630783,7375438,0.0
1668754857.1718888,7792025,0.0
1668755428.1818926,8090698,0.0
1668755444.478706,8098608,0.0
1668756579.4877996,8689846,0.0
1668756906.499713,8862646,0.0
1668757573.0318244,9212086,0.0
1668757671.8683348,9264779,0.0
1668757725.6370757,9292496,0.0
1668757839.2605298,9351402,0.0
1668757878.3179297,9373002,0.0
1668757943.0892847,9406806,0.0
1668758851.5591273,9887049,0.0
1668759052.8826087,9993813,0.0
1668759442.7751868,10197848,0.0
1668760256.1272857,10626174,0.0
1668760744.9244838,10884884,0.0
1668762362.7507408,11730018,0.0
1668762628.4504247,11868474,0.0
1668762792.5534265,11954874,0.0
1668762839.0100422,11980314,0.0
1668763253.023557,12197754,0.0
1668763440.8716338,12295649,0.0
1668763699.3588448,12429671,0.0
1668764349.6620004,12772319,0.0
1668764955.5575628,13089579,0.0
1668765483.511606,13369136,0.0
1668765588.1158473,13422717,0.0
1668766774.5157597,14045423,0.0
1668766938.6279056,14131718,0.0
1668767005.6087794,14167659,0.0
1668767071.751312,14201623,0.0
1668767107.7276192,14221303,0.0
1668767455.0775979,14402386,0.0
1668767478.1651325,14414386,0.0
1668767676.9996946,14519984,0.0
1668768659.6707928,15035285,0.0
1668768691.0633833,15051584,0.0
1668769183.3868322,15310609,0.0
1668769240.5809288,15339889,0.0
1668769964.2430904,15719092,0.0
1668770774.6249018,16142949,0.0
1668770864.526749,16191380,0.0
1668770918.396575,16219899,0.0
1668771872.6801198,16720483,0.2537499964237213
1668771884.3290048,16726248,0.7318750023841858
1668772001.146605,16789104,0.0
1668772239.2074573,16913862,0.48625001311302185
1668772286.2168944,16938774,0.0
1668772391.141217,16993197,0.0
1668772538.8520327,17071996,0.6943749785423279
1668773022.4668317,17325487,0.0
1668773120.7702162,17377009,0.0
1668773183.2652967,17409002,0.2706249952316284
1668773222.274129,17429123,0.5649999976158142
1668773537.2992597,17593957,0.9024999737739563
1668773575.826259,17613885,0.0
1668773879.065714,17771667,0.0
1668773879.0657728,17771789,0.7712500095367432
1668774093.3176823,17884975,0.7862499952316284
1668774108.6830122,17892364,0.6981250047683716
1668774207.3468997,17943407,0.7975000143051147
1668774479.1703677,18086204,0.0
1668774541.658542,18119846,0.40187498927116394
1668774746.1883898,18226063,0.3062500059604645
1668774813.1461542,18260850,0.6081249713897705
1668774860.1478338,18286096,0.7056249976158142
1668774962.3515522,18339368,0.0
1668774993.9112098,18356113,0.9325000047683716
1668775152.8946843,18436788,0.0
1668775397.730062,18565892,0.6081249713897705
1668775643.7759676,18695160,0.6100000143051147
1668775693.9421785,18721068,0.5631250143051147
1668775834.9128942,18796198,0.7637500166893005
1668775866.7012215,18812816,0.8518750071525574
1668776171.7277167,18971437,0.7243750095367432
1668776595.4463246,19194329,0.7975000143051147
1668776607.083075,19200856,0.8199999928474426
1668776634.0492601,19215757,0.6587499976158142
1668776680.9758945,19239343,0.9512500166893005
1668776775.3453948,19289149,0.0
1668776783.2321177,19292162,0.859375
1668776783.2331033,19293608,0.8856250047683716
1668776884.5661461,19346756,0.5481250286102295
1668777513.0229597,19676682,0.6212499737739563
1668777673.02435,19759457,0.7131249904632568
1668777731.9747028,19791851,0.6981250047683716
1668777735.7736847,19792487,0.8518750071525574
1668777739.6447983,19795274,0.71875
1668777778.789445,19815367,0.3606249988079071
1668777826.6777425,19840934,0.737500011920929
1668777945.8040848,19902268,0.0
1668778084.797891,19971812,0.7618749737739563
1668778159.2795415,20009801,0.9231250286102295
1668778183.3333337,20021269,0.7674999833106995
1668778527.3501353,20202124,0.8143749833106995
1668778579.0059679,20230013,0.8237500190734863
1668778641.7649124,20262259,0.8725000023841858
1668778740.7107396,20313788,0.737500011920929
1668779087.803216,20494316,0.6775000095367432
1668779451.1025445,20684005,0.0
1668779494.6782198,20706169,0.9100000262260437
1668779506.3852198,20712254,0.8012499809265137
1668779518.038614,20719049,0.0
1668779618.9401784,20771483,0.8631250262260437
1668779658.801456,20791395,0.5425000190734863
1668779666.5754075,20797152,0.878125011920929
1668779877.0503137,20907394,0.7506250143051147
1668780168.1403806,21061131,0.737500011920929
1668780328.0263386,21143702,0.8462499976158142
1668780374.686283,21168924,0.8331249952316284
1668780479.1323438,21224283,0.8612499833106995
1668780537.707734,21255551,0.8799999952316284
1668780572.6509087,21273740,0.9212499856948853
1668780592.4749424,21284821,0.5874999761581421
1668780604.1584644,21290124,0.6381250023841858
1668780631.0188954,21303319,0.8331249952316284
1668780700.8017583,21340286,0.7037500143051147
1668780833.6261435,21411037,0.7093750238418579
1668780945.878102,21469221,0.8462499976158142
1668781186.4692152,21597790,0.8706250190734863
1668781307.5277627,21659820,0.6118749976158142
1668781353.7871614,21685869,0.8706250190734863
1668781365.7411988,21691471,0.746874988079071
1668781424.8980837,21721694,0.8650000095367432
1668781784.0472143,21911476,0.7412499785423279
1668781826.8462086,21932070,0.7356250286102295
1668781967.4539368,22005861,0.8274999856948853
1668782079.7296193,22066640,0.8162500262260437
1668782177.965809,22117004,0.8462499976158142
1668782221.2881265,22139208,0.0
1668782338.7549553,22201731,0.7356250286102295
1668782346.54367,22206226,0.5481250286102295
1668782678.098799,22377109,0.6812499761581421
1668782756.864436,22417443,0.8687499761581421
1668782805.3608346,22442658,0.7712500095367432
1668783013.0979385,22551485,0.8931249976158142
1668783130.3392348,22612967,0.8968750238418579
1668783204.0211048,22651892,0.8575000166893005
1668783235.4608135,22667975,0.8706250190734863
1668783239.5624213,22670450,0.8987500071525574
1668783258.7154238,22680670,0.0
1668783266.9803476,22683782,0.9081249833106995
1668783348.7306845,22726894,0.8274999856948853
1668783434.416354,22773686,0.6700000166893005
1668783438.2373042,22774726,0.7393749952316284
1668783442.1142166,22776929,0.840624988079071
1668783724.2728696,22923501,0.8087499737739563
1668783740.1853745,22931923,0.9137499928474426
1668783762.981699,22944606,0.7787500023841858
1668783809.7660027,22969560,0.8725000023841858
1668783906.9554982,23019765,0.8368750214576721
1668783914.7832463,23023629,0.7543749809265137
1668783966.6417084,23051459,0.8050000071525574
1668784025.4374843,23082197,0.0
1668784115.2341397,23129458,0.8031250238418579
1668784337.9405534,23246291,0.8331249952316284
1668784395.967904,23275847,0.9118750095367432
1668784463.1940615,23311575,0.7918750047683716
1668784532.8691072,23347659,0.8481249809265137
1668784556.2257202,23359536,0.6343749761581421
1668784668.1886275,23420223,0.8424999713897705
1668784886.787221,23534532,0.8481249809265137
1668785093.4797888,23643995,0.8387500047683716
1668785206.8304238,23702735,0.8743749856948853
1668785269.0413284,23736301,0.8631250262260437
1668785408.2981243,23808600,0.737500011920929
1668785466.6883092,23840068,0.8518750071525574
1668785489.1115904,23853022,0.8575000166893005
1668785500.5432448,23857219,0.7862499952316284
1668785585.699496,23903382,0.878125011920929
1668785600.946479,23911113,0.8162500262260437
1668785945.0066812,24092667,0.7900000214576721
1668786073.6630251,24159695,0.8050000071525574
1668786155.407264,24202559,0.8256250023841858
1668786187.0004752,24219490,0.6606249809265137
1668786221.6528666,24237793,0.8968750238418579
1668786268.2029338,24261707,0.8462499976158142
1668786422.6778371,24343978,0.7918750047683716
1668786446.4182675,24356425,0.793749988079071
1668786457.9436922,24362333,0.8556249737739563
