Wall time,Step,Value
1669287949.9638877,225728,0.0
1669288584.708582,545888,0.0
1669289354.3612595,933728,0.0
1669290078.1014135,1295168,0.0
1669291443.3773856,1979852,0.0
1669292562.9465268,2541460,0.0
1669292718.2455707,2617572,0.0
1669293079.467084,2798880,0.0
1669293112.1643968,2815200,0.0
1669293238.638048,2877954,0.0
1669293291.6483598,2904588,0.0
1669293504.7733142,3012390,0.0
1669293558.3730273,3038790,0.0
1669293933.9537551,3226589,0.0
1669294183.716933,3351535,0.0
1669294638.7879722,3577922,0.0
1669294807.6358075,3663748,0.0
1669295426.9687624,3971752,0.0
1669295673.7847462,4095328,0.0
1669295808.9918602,4161615,0.0
1669296338.8194728,4426743,0.0
1669296779.71577,4645439,0.0
1669296816.8603194,4664707,0.0
1669297005.5694664,4757641,0.0
1669297030.228692,4771472,0.0
1669297235.3846245,4872242,0.0
1669297474.2825923,4992588,0.0
1669297667.1026237,5088120,0.0
1669298026.0467582,5267060,0.0
1669298763.571894,5633317,0.0
1669298952.008591,5727260,0.0
1669299252.7753742,5875746,0.0
1669299363.333432,5931837,0.24250000715255737
1669299754.3255575,6126810,0.0
1669300103.513703,6299912,0.0
1669300292.4772875,6394788,0.0
1669300679.0180259,6587166,0.3737500011920929
1669301230.112452,6861577,0.831250011920929
1669302460.4340022,7474713,0.7149999737739563
1669302914.1011274,7699799,0.40937501192092896
1669302930.413992,7707028,0.39250001311302185
1669303815.854085,8148895,0.0
1669304057.2364318,8269538,0.784375011920929
1669304520.794887,8499431,0.7581250071525574
1669304591.5071356,8535803,0.0
1669304710.462627,8593631,0.8424999713897705
1669304784.2163658,8630316,0.5012500286102295
1669305535.3221815,9006645,0.7581250071525574
1669305798.7114248,9138019,0.793749988079071
1669306311.9791822,9393356,0.8743749856948853
1669306645.2272213,9558132,0.36812499165534973
1669307642.8312361,10055627,0.42250001430511475
1669307795.4424622,10130877,0.7337499856948853
1669307882.4712222,10174220,0.0
1669308128.8286083,10297146,0.6868749856948853
1669308227.1830382,10345353,0.784375011920929
1669309032.2871318,10745691,0.8518750071525574
1669309295.8751693,10876164,0.8125
1669309925.3397307,11189433,0.0
1669310011.9536517,11232411,0.26499998569488525
1669310044.8938246,11248374,0.7918750047683716
1669310077.8800774,11265557,0.6381250023841858
1669310094.490853,11274058,0.8012499809265137
1669310255.1445785,11353396,0.831250011920929
1669310366.5741067,11408516,0.4300000071525574
1669310825.3575833,11635380,0.5706250071525574
1669311414.3317676,11929511,0.7562500238418579
1669311789.5294383,12115616,0.784375011920929
1669311814.7488658,12127035,0.6981250047683716
1669312223.4306462,12328978,0.746874988079071
1669312297.834994,12366488,0.7093750238418579
1669312414.137654,12423637,0.8050000071525574
1669312438.8500524,12436857,0.7900000214576721
1669312492.0155184,12463056,0.625
1669312841.9940875,12637894,0.0
1669312916.543312,12673184,0.8068749904632568
1669312957.6121118,12694050,0.0
1669312982.1139383,12707664,0.9043750166893005
1669313175.6941974,12802122,0.8687499761581421
1669313196.2549217,12814063,0.7431250214576721
1669313398.4969451,12912687,0.9137499928474426
1669313547.0751135,12986618,0.8106250166893005
1669313604.8560472,13015737,0.7356250286102295
1669313820.1108553,13122663,0.8162500262260437
1669313984.965991,13205022,0.8162500262260437
1669314017.885513,13220793,0.784375011920929
1669314079.5506535,13251542,0.0
1669314100.0832467,13262615,0.8668749928474426
1669314202.8722837,13313331,0.8199999928474426
1669314371.2949378,13397087,0.5799999833106995
1669314540.4223943,13480226,0.1731249988079071
1669314573.4684768,13496397,0.6981250047683716
1669314697.1801648,13559055,0.8349999785423279
1669314927.7744203,13673061,0.90625
1669315241.0515127,13828986,0.8274999856948853
1669315249.2575285,13832929,0.859375
1669315265.6550577,13842364,0.793749988079071
1669315302.5934708,13859978,0.9474999904632568
1669315380.597395,13899730,0.5068749785423279
1669315384.768226,13900861,0.8968750238418579
1669316011.2038915,14211606,0.8518750071525574
1669316060.8815374,14236833,0.8274999856948853
1669316060.882084,14237200,0.8987500071525574
1669316065.085936,14239703,0.8331249952316284
1669316094.0625956,14253722,0.5874999761581421
1669316135.5424905,14272517,0.0
1669316231.0288339,14320016,0.9268749952316284
1669316346.6325314,14377267,0.8199999928474426
1669316404.2672791,14405675,0.8349999785423279
1669316416.3366125,14413552,0.0
1669316696.0651073,14551634,0.840624988079071
1669316741.54352,14573718,0.8762500286102295
1669316782.6883392,14595702,0.746874988079071
1669316857.171679,14631452,0.6756250262260437
1669317117.03484,14760481,0.7806249856948853
1669317427.27845,14914928,0.0
1669317480.6090295,14941140,0.7806249856948853
1669317488.900141,14945825,0.6175000071525574
1669317554.7284858,14977343,0.7693750262260437
1669317587.3918943,14995369,0.7674999833106995
1669317785.7424173,15092564,0.8912500143051147
1669318046.2690365,15221906,0.8912500143051147
1669318190.5568886,15293466,0.8481249809265137
1669318236.3394756,15315036,0.7487499713897705
1669318335.6686847,15365358,0.8443750143051147
1669318389.1012785,15391090,0.934374988079071
1669318422.2729812,15408393,0.8556249737739563
1669318447.0341156,15419402,0.8368750214576721
1669318455.2126763,15425012,0.8424999713897705
1669318475.8335936,15435454,0.8762500286102295
1669318541.611448,15468188,0.671875
1669318661.3482301,15526960,0.8181250095367432
1669318772.257039,15581743,0.9212499856948853
1669319019.69824,15705121,0.7956249713897705
1669319177.5037236,15783158,0.793749988079071
1669319234.988606,15811731,0.9437500238418579
1669319564.5274556,15976367,0.8650000095367432
1669319605.7823493,15995545,0.878125011920929
1669319717.419582,16051397,0.7787500023841858
1669319890.4138935,16138036,0.7825000286102295
1669319927.4029775,16156572,0.8931249976158142
1669320026.7175598,16205721,0.8799999952316284
1669320039.0252671,16210708,0.8856250047683716
1669320316.7717729,16348316,0.6737499833106995
1669320424.4505844,16402353,0.878125011920929
1669320619.5726013,16497185,0.8687499761581421
1669320726.8996851,16551152,0.7975000143051147
1669320797.410851,16586555,0.859375
1669320830.6446445,16601761,0.7637500166893005
1669320846.879413,16610159,0.0
1669320928.839797,16651578,0.831250011920929
1669321002.792901,16688751,0.7581250071525574
1669321006.9059432,16689805,0.8068749904632568
1669321011.0243015,16691355,0.8368750214576721
1669321279.8799956,16825030,0.8725000023841858
1669321292.368149,16831920,0.34375
1669321353.843695,16862434,0.8199999928474426
1669321448.4092684,16909107,0.5068749785423279
1669321452.702289,16912262,0.5462499856948853
1669321498.4926505,16933866,0.7393749952316284
1669321552.311709,16960610,0.7806249856948853
1669321643.5765958,17005384,0.9175000190734863
1669321838.1846032,17101551,0.8968750238418579
1669321888.01342,17126836,0.8500000238418579
1669322040.5091982,17201890,0.10374999791383743
1669322317.345402,17338821,0.8125
1669322516.1888502,17438369,0.878125011920929
1669322619.8536477,17488959,0.7712500095367432
1669322802.1618009,17579652,0.5387499928474426
1669322855.961807,17606268,0.8331249952316284
1669322880.7278488,17617203,0.8106250166893005
1669322889.10826,17622084,0.7712500095367432
1669322963.1275582,17659284,0.8256250023841858
1669322979.6619935,17666529,0.7356250286102295
1669323286.7542384,17818264,0.8443750143051147
1669323485.0483804,17917376,0.7993749976158142
1669323522.755188,17935115,0.0
1669323551.4008193,17949405,0.8218749761581421
1669323732.8849819,18040547,0.8181250095367432
1669323770.0381868,18058829,0.7037500143051147
1669324030.9207816,18188252,0.7787500023841858
1669324303.5386317,18322188,0.8500000238418579
1669324465.0984647,18402998,0.9362499713897705
1669324610.079802,18473770,0.5724999904632568
1669324638.8736553,18488864,0.6343749761581421
1669324742.014941,18538895,0.7712500095367432
1669324762.8301632,18549888,0.9175000190734863
1669324837.4306607,18587209,0.6756250262260437
1669324960.4738975,18647300,0.8668749928474426
1669325109.2456572,18721935,0.7693750262260437
1669325237.041337,18784864,0.7993749976158142
1669325270.2581563,18802455,0.9118750095367432
1669325274.4223385,18804317,0.7768750190734863
1669325323.9024882,18828653,0.9137499928474426
