Wall time,Step,Value
1668657628.771954,276080,0.0
1668657846.1842885,390128,0.0
1668657893.4865317,413888,0.0
1668658322.6546662,640400,0.0
1668658515.2265012,740192,0.0
1668658651.8386126,811472,0.0
1668658789.1618629,884336,0.0
1668659101.9029074,1045904,0.0
1668659549.7001493,1277168,0.0
1668660227.6347914,1628816,0.0
1668660259.4034388,1646240,0.0
1668660550.5919328,1796720,0.0
1668660708.3897164,1879088,0.0
1668660970.447685,2016896,0.0
1668661414.2765052,2247795,0.0
1668661539.625767,2312739,0.0
1668661648.9616532,2369763,0.0
1668661696.032719,2395107,0.0
1668661809.099508,2455299,0.0
1668661864.7480755,2482227,0.0
1668663014.9058974,3075978,0.0
1668663077.9335814,3107658,0.0
1668664535.1981273,3861642,0.0
1668664550.9806325,3869562,0.0
1668664613.744056,3902826,0.0
1668664742.1677775,3967770,0.0
1668664969.1129763,4084986,0.0
1668665297.6832356,4254474,0.0
1668665324.9716902,4268730,0.0
1668665368.6163993,4292490,0.0
1668665396.7053804,4306746,0.0
1668665554.507277,4386695,0.0
1668666518.3202114,4885655,0.0
1668666585.6641612,4920503,0.0
1668666708.1649191,4983863,0.0
1668667001.5398142,5135927,0.0
1668667075.9524193,5173943,0.0
1668667353.179885,5318087,0.0
1668667993.4314368,5647739,0.0
1668668099.0027542,5701595,0.0
1668668151.1489632,5726430,0.0
1668668266.9647255,5786612,0.0
1668668311.196061,5808788,0.0
1668668319.4305725,5813540,0.0
1668668868.3179238,6093146,0.0
1668669072.2373786,6199274,0.0
1668669407.400483,6369794,0.0
1668669665.2034776,6504262,0.0
1668669705.3498294,6523270,0.0
1668669890.3547597,6618310,0.0
1668669926.633754,6635734,0.0
1668670034.2504268,6691174,0.0
1668670345.7582614,6851158,0.0
1668671061.6867278,7218931,0.0
1668671865.2403378,7634654,0.0
1668672636.6087182,8035457,0.0
1668672773.2059932,8107018,0.490340918302536
1668672924.7728574,8185749,0.0
1668672967.866219,8206341,0.0
1668673153.5539773,8303283,0.0
1668673254.441837,8353956,0.0
1668673457.9141455,8458975,0.0
1668673728.7422311,8597716,0.769318163394928
1668674356.6370506,8924221,0.0
1668674847.6239147,9177891,0.0
1668674949.4479427,9230751,0.0
1668674989.613131,9251343,0.0
1668675300.1850724,9410570,0.0
1668675347.5854533,9435914,0.0
1668675517.7333646,9524325,0.0
1668675777.1190338,9657187,0.0
1668676040.0505126,9793139,0.0
1668676207.2791111,9877761,0.0
1668676376.9986608,9963644,0.0
1668676482.1425285,10018407,0.0
1668677091.9544785,10330759,0.0
1668677585.6435068,10584850,0.0
1668677644.0495782,10616530,0.0
1668677942.4195042,10769226,0.0
1668678137.736602,10872609,0.0
1668678351.0198157,10982547,0.0
1668678537.3883507,11078233,0.0
1668679117.4403257,11377989,0.0
1668679636.9702532,11645064,0.0
1668679716.0762057,11686563,0.0
1668679948.9871845,11808084,0.0
1668680222.026617,11948835,0.0
1668680452.8348944,12068700,0.45568183064460754
1668680464.6667883,12073040,0.0
1668680532.05707,12107823,0.0
1668680623.671304,12156901,0.5045454502105713
1668681135.5782194,12421392,0.0
1668681506.8090093,12613843,0.0
1668681968.8519247,12852329,0.0
1668682656.3894699,13203056,0.0
1668682676.5511775,13212560,0.0
1668682864.3520136,13308067,0.0
1668682980.9079313,13368666,0.6051136255264282
1668683072.7390478,13415058,0.0
1668683155.5571518,13457475,0.6789772510528564
1668683223.308894,13494109,0.0
1668683286.8142533,13525947,0.6761363744735718
1668683290.6823227,13529052,0.0
1668683414.6675882,13591815,0.0
1668683446.6149614,13607141,0.0
1668683567.4151256,13669448,0.6403409242630005
1668684069.6190166,13925152,0.17386363446712494
1668684337.98973,14062440,0.36704546213150024
1668684605.5799627,14200325,0.0
1668684716.3684554,14257575,0.831818163394928
1668684816.3011994,14308828,0.0
1668684895.9725156,14349270,0.19431817531585693
1668685386.9360561,14603513,0.0
1668685801.3178308,14819107,0.0
1668685913.2165246,14875512,0.0
1668685913.2167957,14876631,0.3642045557498932
1668686138.2260003,14992109,0.1460227221250534
1668686216.7752469,15033300,0.0
1668686291.2206697,15071410,0.1613636314868927
1668686351.421891,15103417,0.7511363625526428
1668686434.5607667,15145908,0.5318182110786438
1668686498.4422476,15178664,0.0
1668686514.6403217,15186992,0.7681818008422852
1668686726.4872637,15296646,0.4113636314868927
1668686794.2195818,15332265,0.3289772868156433
1668686876.3521934,15375163,0.0
1668687059.6220717,15470001,0.0
1668687448.7481236,15672362,0.5454545617103577
1668687577.1879337,15737362,0.0
1668687701.4385712,15801313,0.0
1668687732.6802661,15816834,0.0
1668687847.4048748,15877531,0.0
1668687890.9316947,15898952,0.0
1668687993.8984542,15952062,0.0
1668688196.6742938,16057434,0.12102272361516953
1668688200.8049347,16058516,0.6772727370262146
1668688355.9236727,16139908,0.863068163394928
1668688395.828776,16160734,0.0
1668689215.665014,16582631,0.0
1668689400.5743117,16676980,0.0
1668689455.353733,16707478,0.9357954263687134
1668689696.4056249,16829427,0.8988636136054993
1668689942.5481215,16955264,0.0
1668690091.9990103,17032250,0.5272727012634277
1668691109.1565006,17554424,0.6448863744735718
1668691225.800992,17612868,0.9051136374473572
1668691611.2594056,17811096,0.0
1668691730.793795,17871746,0.0
1668692333.8308978,18180103,0.0
1668692444.5733442,18238427,0.0
1668692567.5901833,18300941,0.0
1668692571.553292,18303392,0.0
1668692769.3267272,18405559,0.24090908467769623
1668693410.938379,18737734,0.0
1668693980.7239244,19034069,0.0
1668693996.390069,19040405,0.0
1668694113.2823703,19101999,0.0
1668695163.7209835,19648337,0.0
1668695411.1982577,19774515,0.0
1668695493.0807555,19817587,0.0
1668695745.6250389,19946206,0.5897727012634277
1668695812.6143725,19980749,0.0
1668695996.4145496,20074739,0.0
1668696044.3198187,20099234,0.15454545617103577
1668696048.3171942,20102226,0.6732954382896423
1668696414.1060643,20288910,0.0
1668696509.4548943,20338145,0.9176136255264282
1668696793.9357471,20482249,0.0
1668696810.3730986,20491272,0.0
1668696958.9242146,20567287,0.0
1668697270.5803266,20726872,0.0
1668697310.4671302,20748091,0.3840909004211426
1668697456.4734347,20822769,0.0
1668697663.7514584,20930537,0.5630682110786438
1668697683.119703,20938969,0.9107954502105713
1668698306.0890317,21257747,0.4585227370262146
1668698369.448654,21289127,0.0
1668698625.4162877,21423984,0.3022727370262146
1668698895.7256362,21563373,0.0
1668698935.4381003,21582196,0.8051136136054993
1668699314.7939773,21777576,0.5926136374473572
1668699423.8099453,21833706,0.0
1668699439.9540298,21840072,0.7022727131843567
1668699573.4016905,21907798,0.0
1668699736.6327274,21991918,0.0
1668700170.9471216,22215732,0.2340909093618393
1668700750.5988016,22514739,0.0
1668700821.0019422,22550872,0.0
1668702310.1610415,23314817,0.0
1668702662.9037228,23498685,0.7159090638160706
1668703738.7525334,24056298,0.0
1668703813.3633842,24095478,0.0
1668703847.9802804,24114440,0.0
1668703855.7450914,24119192,0.0
1668703923.8274698,24152087,0.0
1668704018.3444283,24202213,0.0
1668704502.865891,24451327,0.0
1668704515.332756,24457242,0.12045454233884811
1668704515.333175,24458063,0.5335227251052856
1668704890.3049867,24651455,0.0
1668705217.7322056,24820310,0.0
1668705675.221545,25058287,0.4835227131843567
1668705825.2306461,25136124,0.48636364936828613
1668705979.6558993,25216894,0.302840918302536
1668706059.7330382,25256534,0.6812499761581421
1668706680.6865053,25575261,0.2034090906381607
1668706966.661347,25720414,0.4573863744735718
1668706991.050852,25731895,0.1920454502105713
1668706999.2306652,25735537,0.8721590638160706
1668707011.5588233,25741398,0.0
1668707710.2358837,26098929,0.5426136255264282
1668707888.1359982,26188802,0.0
1668708518.944774,26512470,0.7539772987365723
1668708531.00737,26518712,0.5551136136054993
1668708562.6842606,26534596,0.6619318127632141
1668708598.2648275,26554199,0.0
1668708808.0144057,26659140,0.0
1668709223.1448267,26870974,0.643750011920929
1668709231.1021724,26874218,0.6494318246841431
1668709438.3949835,26980550,0.0
1668709653.3749726,27092855,0.0
1668709753.0753996,27143158,0.0
1668709997.6453438,27267090,0.0
1668710069.0250869,27305425,0.0
1668710206.125087,27374468,0.7357954382896423
1668710674.6282094,27613326,0.7749999761581421
1668710839.5752013,27697793,0.7045454382896423
1668711004.066602,27783143,0.0
1668712003.583804,28291271,0.0
1668712167.0665548,28376937,0.43920454382896423
1668712242.8914661,28414933,0.0
1668712295.3224998,28441682,0.0
1668712331.5289083,28460895,0.3346590995788574
1668712335.6616344,28462157,0.37784090638160706
1668712535.2145076,28565314,0.9551136493682861
1668712685.3803687,28642245,0.0
1668712938.9455018,28773808,0.9409090876579285
1668712958.967915,28784621,0.0
1668713006.408291,28807232,0.5460227131843567
1668713078.7172704,28845573,0.0
1668713110.5087218,28861028,0.0
1668713271.7135675,28944923,0.7142045497894287
1668713537.9688275,29082534,0.0
1668713631.5940545,29131090,0.43579545617103577
1668714371.7095213,29512798,0.0
1668714379.705952,29515966,0.0
1668715177.3997133,29925893,0.8727272748947144
1668715376.3837163,30028915,0.0
1668715688.858614,30188890,0.14659090340137482
1668715830.78042,30262147,0.0
1668716534.123302,30628682,0.7835227251052856
1668716642.9953628,30686465,0.0
1668717397.1880274,31077175,0.36818182468414307
1668717478.8797183,31119525,0.0
1668717997.1353238,31384702,0.0
1668718153.2115462,31465085,0.6198863387107849
1668718153.2117167,31465377,0.8340908885002136
1668718345.0380418,31563426,0.8806818127632141
1668718542.3249364,31662426,0.5369318127632141
1668720308.1102521,32541835,0.0
1668720494.8294425,32635631,0.0
1668720503.183364,32639520,0.7079545259475708
1668720540.0794272,32658942,0.353409081697464
1668720992.9463196,32887410,0.0
1668721020.9451828,32902393,0.0
1668721105.0620313,32945790,0.0
1668721249.4258742,33018965,0.37272727489471436
1668721277.2877645,33033495,0.0
1668721342.8643239,33065049,0.7613636255264282
1668721359.5027783,33074221,0.0
1668721477.000612,33134450,0.2193181812763214
1668721594.3747423,33193815,0.6869317889213562
1668721727.2641127,33259977,0.0
1668721849.1693356,33321961,0.0
1668722135.240705,33467418,0.0
1668722522.2513185,33663824,0.8687499761581421
1668722923.052853,33865869,0.0
1668723039.608274,33926886,0.4517045319080353
1668723063.6981514,33939005,0.511931836605072
1668723071.5211031,33941573,0.44090908765792847
1668723165.0292308,33990033,0.0
1668723485.4524539,34150581,0.30965909361839294
1668723513.05736,34164800,0.7346590757369995
1668724209.1787531,34519777,0.5426136255264282
1668724292.628521,34562580,0.0
1668724440.7216492,34638530,0.7573863863945007
1668724544.8938634,34691953,0.8789772987365723
1668724992.9156091,34919070,0.6380681991577148
1668725094.7680771,34971224,0.5375000238418579
1668725324.7623937,35087149,0.9642045497894287
1668725627.6113443,35241793,0.7994318008422852
1668725721.004646,35288924,0.19034090638160706
1668725752.887028,35303844,0.8903409242630005
1668725889.7621999,35373226,0.6329545378684998
1668726304.040892,35585079,0.0
1668726597.078824,35737094,0.0
1668726748.8046534,35813731,0.0
1668726954.2298348,35921701,0.0
1668727009.2936652,35949048,0.0
1668727278.4580078,36088553,0.2551136314868927
1668727365.3081398,36133542,0.5426136255264282
1668727487.981869,36196462,0.0
1668727690.3310883,36302091,0.0
1668727778.390214,36347061,0.0
1668727881.3019881,36400109,0.8113636374473572
1668728647.8995667,36791546,0.0
1668729009.757259,36976882,0.0
