Wall time,Step,Value
1668659879.5055287,276080,0.0
1668660102.389141,389914,0.0
1668660146.5118542,413674,0.0
1668660784.8489904,739978,0.0
1668660925.3223052,811258,0.0
1668661065.7110116,884122,0.0
1668661380.3768554,1045690,0.0
1668661831.303312,1276954,0.0
1668662518.7394738,1627691,0.0
1668662554.9039423,1645115,0.0
1668662846.518707,1795595,0.0
1668663007.7876894,1877963,0.0
1668663281.7570815,2015771,0.0
1668663733.8988416,2247027,0.0
1668663857.2483354,2311971,0.0
1668663969.3521485,2368475,0.0
1668664016.6465552,2393819,0.0
1668664135.6256928,2454011,0.0
1668664186.847788,2480939,0.0
1668665349.4479945,3074939,0.0
1668665410.0998561,3106619,0.0
1668666897.1758065,3860603,0.0
1668666909.0725324,3868523,0.0
1668666977.86726,3901787,0.0
1668667101.5098343,3966731,0.0
1668667335.4793155,4083947,0.0
1668667663.0354617,4253435,0.0
1668667691.0145905,4267691,0.0
1668667739.6080685,4291451,0.0
1668667767.4882703,4305707,0.0
1668667923.1872168,4386491,0.0
1668668899.1711733,4883642,0.0
1668668968.1993923,4918459,0.0
1668669094.1930811,4981819,0.0
1668669387.9906752,5131993,0.0
1668669464.4508343,5169393,0.0
1668669741.2552018,5312359,0.0
1668670389.7415543,5639824,0.0
1668670493.8199575,5692363,0.0
1668670542.1472998,5717707,0.0
1668670660.00102,5776690,0.0
1668670704.9516578,5798866,0.0
1668670713.2547019,5803618,0.0
1668671253.0586803,6076394,0.0
1668671460.7011542,6182522,0.0
1668671795.9170156,6351634,0.0
1668672062.7537825,6486408,0.0
1668672099.2407131,6504724,0.0
1668672284.072912,6598826,0.0
1668672316.545458,6616250,0.0
1668672426.045432,6671690,0.0
1668672737.0862095,6830004,0.0
1668673456.6751776,7193709,0.0
1668674271.498428,7609465,0.0
1668675074.384482,8017890,0.0
1668675216.7294078,8087651,0.0
1668675374.385923,8167958,0.0
1668675414.2684422,8188034,0.0
1668675596.8657773,8280264,0.0
1668675693.2087202,8330454,0.2721590995788574
1668675894.9916635,8432477,0.0
1668676147.3150692,8562104,0.2244318127632141
